순위,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO,연도,SB%_calc
57,구자욱,삼성,142,5,4,1,80.0,7,0,2025,80.0
57,김현수,LG,140,4,4,0,100.0,4,0,2025,100.0
57,문성주,LG,135,7,4,3,57.1,8,0,2025,57.1
57,박동원,LG,139,4,4,0,100.0,7,0,2025,100.0
57,양의지,두산,130,6,4,2,66.7,5,1,2025,66.7
57,허경민,KT,114,5,4,1,80.0,4,0,2025,80.0
57,윤동희,롯데,97,6,4,2,66.7,1,1,2025,66.7
57,박영빈,NC,16,6,4,2,66.7,0,1,2025,66.7
57,전태현,키움,77,4,4,0,100.0,1,0,2025,100.0
57,주성원,키움,58,4,4,0,100.0,3,0,2025,100.0
69,김도영,KIA,30,3,3,0,100.0,1,0,2025,100.0
69,위즈덤,KIA,119,3,3,0,100.0,0,2,2025,100.0
69,심재훈,삼성,31,4,3,1,75.0,1,0,2025,75.0
69,문보경,LG,141,4,3,1,75.0,3,0,2025,75.0
69,오스틴,LG,116,3,3,0,100.0,2,0,2025,100.0
69,천성호,LG,83,4,3,1,75.0,2,2,2025,75.0
69,홍창기,LG,51,3,3,0,100.0,1,0,2025,100.0
69,김민석,두산,95,5,3,2,60.0,3,1,2025,60.0
69,박계범,두산,94,4,3,1,75.0,5,1,2025,75.0
69,박준영,두산,41,3,3,0,100.0,1,0,2025,100.0
69,전다민,두산,22,3,3,0,100.0,0,1,2025,100.0
69,권동진,KT,123,4,3,1,75.0,1,1,2025,75.0
69,김상수,KT,113,4,3,1,75.0,1,0,2025,75.0
69,황재균,KT,112,4,3,1,75.0,6,0,2025,75.0
69,전민재,롯데,101,6,3,3,50.0,4,0,2025,50.0
69,한태양,롯데,108,5,3,2,60.0,3,0,2025,60.0
69,안치홍,한화,66,3,3,0,100.0,2,0,2025,100.0
69,이상혁,한화,39,7,3,4,42.9,0,1,2025,42.9
69,김형준,NC,127,3,3,0,100.0,7,0,2025,100.0
69,도태훈,NC,61,3,3,0,100.0,1,1,2025,100.0
69,오영수,NC,67,5,3,2,60.0,0,1,2025,60.0
90,고종욱,KIA,46,3,2,1,66.7,3,0,2025,66.7
90,박정우,KIA,53,3,2,1,66.7,2,0,2025,66.7
90,윤도현,KIA,40,3,2,1,66.7,1,0,2025,66.7
90,강민호,삼성,127,4,2,2,50.0,5,0,2025,50.0
90,김헌곤,삼성,77,3,2,1,66.7,0,0,2025,66.7
90,이성규,삼성,68,4,2,2,50.0,1,0,2025,50.0
90,송찬의,LG,66,4,2,2,50.0,0,1,2025,50.0
90,안재석,두산,35,3,2,1,66.7,2,0,2025,66.7
90,강백호,KT,95,6,2,4,33.3,1,2,2025,33.3
90,스티븐슨,KT,39,2,2,0,100.0,5,1,2025,100.0
90,유준규,KT,35,3,2,1,66.7,1,0,2025,66.7
90,고명준,SSG,130,2,2,0,100.0,1,0,2025,100.0
90,이지영,SSG,76,3,2,1,66.7,2,0,2025,66.7
90,채현우,SSG,41,2,2,0,100.0,0,0,2025,100.0
90,최준우,SSG,78,2,2,0,100.0,1,0,2025,100.0
90,전준우,롯데,114,3,2,1,66.7,4,0,2025,66.7
90,임종찬,한화,17,2,2,0,100.0,1,0,2025,100.0
90,하주석,한화,95,3,2,1,66.7,3,0,2025,66.7
90,고승완,NC,17,3,2,1,66.7,0,0,2025,66.7
90,오태양,NC,14,3,2,1,66.7,0,0,2025,66.7
90,이우성,NC,105,3,2,1,66.7,5,1,2025,66.7
90,김건희,키움,105,3,2,1,66.7,1,0,2025,66.7
112,박민,KIA,71,1,1,0,100.0,0,0,2025,100.0
112,서건창,KIA,10,1,1,0,100.0,0,0,2025,100.0
112,최형우,KIA,133,1,1,0,100.0,4,0,2025,100.0
112,김태훈,삼성,51,1,1,0,100.0,1,0,2025,100.0
112,디아즈,삼성,144,1,1,0,100.0,5,1,2025,100.0
112,이창용,삼성,11,1,1,0,100.0,0,0,2025,100.0
112,전병우,삼성,59,1,1,0,100.0,0,0,2025,100.0
112,김정율,LG,13,1,1,0,100.0,0,0,2025,100.0
112,손용준,LG,9,1,1,0,100.0,0,0,2025,100.0
112,이영빈,LG,44,1,1,0,100.0,0,1,2025,100.0
112,최승민,LG,19,3,1,2,33.3,0,0,2025,33.3
112,김기연,두산,100,1,1,0,100.0,1,0,2025,100.0
112,김동준,두산,36,2,1,1,50.0,0,0,2025,50.0
112,박지훈,두산,37,1,1,0,100.0,3,0,2025,100.0
112,양석환,두산,72,1,1,0,100.0,1,0,2025,100.0
112,임종성,두산,33,1,1,0,100.0,0,0,2025,100.0
112,로하스,KT,95,2,1,1,50.0,2,0,2025,50.0
112,문상철,KT,79,2,1,1,50.0,1,0,2025,50.0
112,윤준혁,KT,28,1,1,0,100.0,0,0,2025,100.0
112,장진혁,KT,86,1,1,0,100.0,0,1,2025,100.0
112,최성민,KT,32,1,1,0,100.0,0,0,2025,100.0
112,김성욱,SSG,56,3,1,2,33.3,1,0,2025,33.3
112,김성현,SSG,59,2,1,1,50.0,1,0,2025,50.0
112,김태윤,SSG,8,2,1,1,50.0,0,0,2025,50.0
112,에레디아,SSG,96,3,1,2,33.3,5,0,2025,33.3
112,최상민,SSG,23,2,1,1,50.0,1,0,2025,50.0
112,최정,SSG,95,1,1,0,100.0,3,0,2025,100.0
112,하재훈,SSG,18,3,1,2,33.3,0,0,2025,33.3
112,한유섬,SSG,128,1,1,0,100.0,2,0,2025,100.0
112,홍대인,SSG,14,2,1,1,50.0,0,0,2025,50.0
112,박승욱,롯데,54,2,1,1,50.0,0,0,2025,50.0
112,박찬형,롯데,48,2,1,1,50.0,4,0,2025,50.0
112,신윤후,롯데,12,1,1,0,100.0,1,0,2025,100.0
112,이호준,롯데,99,1,1,0,100.0,1,0,2025,100.0
112,한승현,롯데,19,2,1,1,50.0,0,0,2025,50.0
112,리베라토,한화,62,1,1,0,100.0,3,0,2025,100.0
112,유로결,한화,20,1,1,0,100.0,0,2,2025,100.0
112,이도윤,한화,113,1,1,0,100.0,1,0,2025,100.0
112,이재원,한화,98,2,1,1,50.0,0,0,2025,50.0
1,박민우,NC,20,13,11,2,84.6,0,0,2026,84.6
2,류지혁,삼성,21,9,8,1,88.9,0,1,2026,88.9
2,박찬호,두산,22,8,8,0,100.0,0,0,2026,100.0
4,최정원,NC,19,8,7,1,87.5,0,0,2026,87.5
5,박해민,LG,21,6,5,1,83.3,3,0,2026,83.3
5,심우준,한화,18,5,5,0,100.0,0,0,2026,100.0
5,김주원,NC,21,5,5,0,100.0,1,1,2026,100.0
5,황성빈,롯데,16,6,5,1,83.3,0,0,2026,83.3
9,최원영,LG,15,5,4,1,80.0,0,0,2026,80.0
9,페라자,한화,21,4,4,0,100.0,1,0,2026,100.0
9,김지찬,삼성,21,4,4,0,100.0,0,0,2026,100.0
9,허윤,NC,12,4,4,0,100.0,0,0,2026,100.0
9,한태양,롯데,20,4,4,0,100.0,1,0,2026,100.0
9,정수빈,두산,22,4,4,0,100.0,0,0,2026,100.0
9,이주형,키움,20,4,4,0,100.0,0,0,2026,100.0
16,신민재,LG,21,4,3,1,75.0,0,1,2026,75.0
16,천성호,LG,20,3,3,0,100.0,1,0,2026,100.0
16,박성한,SSG,21,4,3,1,75.0,0,0,2026,75.0
16,최지훈,SSG,21,3,3,0,100.0,1,0,2026,100.0
16,김호령,KIA,22,5,3,2,60.0,0,1,2026,60.0
21,홍창기,LG,17,2,2,0,100.0,0,0,2026,100.0
21,오태곤,SSG,17,2,2,0,100.0,0,0,2026,100.0
21,정준재,SSG,19,2,2,0,100.0,0,0,2026,100.0
21,최정,SSG,21,2,2,0,100.0,0,0,2026,100.0
21,박건우,NC,21,3,2,1,66.7,0,0,2026,66.7
21,최원준,KT,21,5,2,3,40.0,0,0,2026,40.0
21,힐리어드,KT,22,2,2,0,100.0,1,0,2026,100.0
21,장두성,롯데,19,2,2,0,100.0,1,0,2026,100.0
21,박재현,KIA,19,2,2,0,100.0,0,0,2026,100.0
30,문성주,LG,21,2,1,1,50.0,1,0,2026,50.0
30,오지환,LG,20,2,1,1,50.0,2,0,2026,50.0
30,문현빈,한화,20,2,1,1,50.0,1,1,2026,50.0
30,이원석,한화,12,4,1,3,25.0,1,1,2026,25.0
30,채은성,한화,21,1,1,0,100.0,0,0,2026,100.0
30,황영묵,한화,7,2,1,1,50.0,0,0,2026,50.0
30,고명준,SSG,17,1,1,0,100.0,0,0,2026,100.0
30,김성욱,SSG,21,1,1,0,100.0,0,0,2026,100.0
30,안상현,SSG,14,2,1,1,50.0,1,0,2026,50.0
30,이지영,SSG,15,1,1,0,100.0,0,0,2026,100.0
30,채현우,SSG,16,1,1,0,100.0,0,0,2026,100.0
30,한유섬,SSG,19,1,1,0,100.0,2,0,2026,100.0
30,고준휘,NC,4,1,1,0,100.0,0,0,2026,100.0
30,김휘집,NC,16,3,1,2,33.3,2,0,2026,33.3
30,데이비슨,NC,20,1,1,0,100.0,0,0,2026,100.0
30,서호철,NC,21,1,1,0,100.0,1,0,2026,100.0
30,배정대,KT,15,2,1,1,50.0,0,0,2026,50.0
30,안현민,KT,14,1,1,0,100.0,1,0,2026,100.0
30,유준규,KT,4,1,1,0,100.0,0,0,2026,100.0
30,허경민,KT,7,1,1,0,100.0,0,0,2026,100.0
30,레이예스,롯데,21,1,1,0,100.0,1,0,2026,100.0
30,전민재,롯데,20,1,1,0,100.0,2,0,2026,100.0
30,한동희,롯데,17,1,1,0,100.0,1,0,2026,100.0
30,고종욱,KIA,8,1,1,0,100.0,0,0,2026,100.0
30,김규성,KIA,20,1,1,0,100.0,0,0,2026,100.0
30,김도영,KIA,22,1,1,0,100.0,0,0,2026,100.0
30,데일,KIA,21,1,1,0,100.0,0,0,2026,100.0
30,윤도현,KIA,5,1,1,0,100.0,0,0,2026,100.0
30,박지훈,두산,21,1,1,0,100.0,0,0,2026,100.0
30,안재석,두산,14,1,1,0,100.0,0,0,2026,100.0
30,조수행,두산,15,2,1,1,50.0,0,0,2026,50.0
30,카메론,두산,22,1,1,0,100.0,0,0,2026,100.0
30,브룩스,키움,21,1,1,0,100.0,3,0,2026,100.0
30,이형종,키움,18,1,1,0,100.0,0,0,2026,100.0
64,구본혁,LG,20,0,0,0,,0,0,2026,
64,문보경,LG,20,0,0,0,,0,0,2026,
64,박동원,LG,20,1,0,1,0.0,2,0,2026,0.0
64,송찬의,LG,4,0,0,0,,0,0,2026,
64,오스틴,LG,21,1,0,1,0.0,1,0,2026,0.0
64,이영빈,LG,10,0,0,0,,0,0,2026,
64,이재원,LG,12,0,0,0,,0,0,2026,
64,이주헌,LG,11,0,0,0,,0,0,2026,
64,강백호,한화,21,0,0,0,,1,0,2026,
64,김서현,한화,1,0,0,0,,0,0,2026,
64,김태연,한화,14,0,0,0,,0,0,2026,
64,노시환,한화,14,1,0,1,0.0,0,0,2026,0.0
64,박정현,한화,2,0,0,0,,0,0,2026,
64,오재원,한화,18,0,0,0,,0,0,2026,
64,이도윤,한화,15,0,0,0,,0,0,2026,
64,이진영,한화,4,0,0,0,,0,0,2026,
64,장규현,한화,1,0,0,0,,0,0,2026,
64,최유빈,한화,4,0,0,0,,0,0,2026,
64,최인호,한화,9,0,0,0,,0,0,2026,
64,최재훈,한화,16,0,0,0,,0,0,2026,
64,쿠싱,한화,1,0,0,0,,0,0,2026,
64,하주석,한화,19,0,0,0,,0,0,2026,
64,허인서,한화,15,0,0,0,,0,0,2026,
64,김민식,SSG,2,0,0,0,,0,0,2026,
64,김민준,SSG,2,0,0,0,,0,0,2026,
64,김재환,SSG,21,0,0,0,,0,0,2026,
64,석정우,SSG,3,0,0,0,,0,0,2026,
64,에레디아,SSG,21,1,0,1,0.0,1,0,2026,0.0
64,임근우,SSG,1,0,0,0,,0,0,2026,
64,전영준,SSG,1,0,0,0,,0,0,2026,
64,조형우,SSG,15,0,0,0,,0,0,2026,
64,최준우,SSG,3,0,0,0,,0,0,2026,
64,홍대인,SSG,9,0,0,0,,0,0,2026,
64,강민호,삼성,20,2,0,2,0.0,1,0,2026,0.0
64,구자욱,삼성,13,0,0,0,,0,0,2026,
64,김성윤,삼성,7,1,0,1,0.0,0,0,2026,0.0
64,김영웅,삼성,10,0,0,0,,1,0,2026,
64,김재상,삼성,2,0,0,0,,0,0,2026,
64,김재혁,삼성,4,0,0,0,,0,0,2026,
64,김태훈,삼성,2,0,0,0,,0,0,2026,
64,김헌곤,삼성,16,2,0,2,0.0,0,1,2026,0.0
64,디아즈,삼성,21,0,0,0,,1,0,2026,
64,박세혁,삼성,12,0,0,0,,0,0,2026,
64,박승규,삼성,10,0,0,0,,0,0,2026,
64,심재훈,삼성,2,0,0,0,,0,0,2026,
64,양우현,삼성,8,0,0,0,,0,0,2026,
64,윤정빈,삼성,1,0,0,0,,0,0,2026,
64,이성규,삼성,4,0,0,0,,0,0,2026,
64,이재현,삼성,18,0,0,0,,0,0,2026,
64,이해승,삼성,15,0,0,0,,0,0,2026,
64,전병우,삼성,15,0,0,0,,0,0,2026,
64,차승준,삼성,1,0,0,0,,0,0,2026,
64,최형우,삼성,21,0,0,0,,1,0,2026,
64,함수호,삼성,11,0,0,0,,0,0,2026,
64,홍현빈,삼성,9,0,0,0,,0,0,2026,
64,권희동,NC,2,0,0,0,,0,0,2026,
64,김정호,NC,7,0,0,0,,0,0,2026,
64,김한별,NC,5,0,0,0,,0,0,2026,
64,김형준,NC,20,0,0,0,,1,0,2026,
64,도태훈,NC,3,0,0,0,,0,0,2026,
64,신재인,NC,17,0,0,0,,0,0,2026,
64,안중열,NC,5,0,0,0,,0,0,2026,
64,오영수,NC,11,0,0,0,,0,0,2026,
64,오장한,NC,1,0,0,0,,0,0,2026,
64,오태양,NC,4,0,0,0,,0,0,2026,
64,이우성,NC,19,0,0,0,,2,0,2026,
64,천재환,NC,18,0,0,0,,0,0,2026,
64,한석현,NC,15,0,0,0,,0,0,2026,
64,한재환,NC,1,0,0,0,,0,0,2026,
64,강민성,KT,1,0,0,0,,0,0,2026,
64,강현우,KT,2,0,0,0,,0,0,2026,
64,권동진,KT,13,0,0,0,,0,0,2026,
64,김민석,KT,1,0,0,0,,0,0,2026,
64,김민수,KT,1,0,0,0,,0,0,2026,
64,김민혁,KT,3,0,0,0,,1,0,2026,
64,김상수,KT,20,1,0,1,0.0,0,0,2026,0.0
64,김현수,KT,22,1,0,1,0.0,0,0,2026,0.0
64,류현인,KT,15,0,0,0,,0,0,2026,
64,박영현,KT,2,0,0,0,,0,0,2026,
64,안치영,KT,4,0,0,0,,0,0,2026,
64,오윤석,KT,18,0,0,0,,1,0,2026,
64,우규민,KT,2,0,0,0,,0,0,2026,
64,이강민,KT,22,0,0,0,,0,0,2026,
64,이정훈,KT,11,0,0,0,,0,0,2026,
64,장성우,KT,22,0,0,0,,0,0,2026,
64,장준원,KT,7,0,0,0,,1,0,2026,
64,장진혁,KT,5,1,0,1,0.0,0,0,2026,0.0
